"Country or Area","Year","Value","Value Footnotes","Value Footnotes" 
"Egypt, Arab Rep.","2002","3910","",""
"Egypt, Arab Rep.","2001","3860","",""
"Egypt, Arab Rep.","2000","3710","",""
"Egypt, Arab Rep.","1999","3510","",""
"Egypt, Arab Rep.","1998","3330","",""
"Egypt, Arab Rep.","1997","3210","",""
"Egypt, Arab Rep.","1996","3020","",""
"Egypt, Arab Rep.","1995","2860","",""
"Egypt, Arab Rep.","1994","2700","",""
"Egypt, Arab Rep.","1993","2560","",""
"Egypt, Arab Rep.","1992","2490","",""
"Egypt, Arab Rep.","1991","2370","",""
"Egypt, Arab Rep.","1990","2280","",""
"Egypt, Arab Rep.","1989","2150","",""
"Egypt, Arab Rep.","1988","2030","",""
"Egypt, Arab Rep.","1987","1890","",""
"Egypt, Arab Rep.","1986","1670","",""
"Egypt, Arab Rep.","1985","1650","",""
"Egypt, Arab Rep.","1984","1580","",""
"Egypt, Arab Rep.","1983","1470","",""
"Egypt, Arab Rep.","1982","1350","",""
"Egypt, Arab Rep.","1981","1180","",""
"Egypt, Arab Rep.","1980","1070","",""
"El Salvador","2011","6690","",""
"El Salvador","2010","6460","",""
"El Salvador","2009","6330","",""
"El Salvador","2008","6560","",""
"El Salvador","2007","6330","",""
"El Salvador","2006","5950","",""
"El Salvador","2005","5540","",""
"El Salvador","2004","5190","",""
"El Salvador","2003","4980","",""
"El Salvador","2002","4810","",""
"El Salvador","2001","4660","",""
"El Salvador","2000","4500","",""
"El Salvador","1999","4320","",""
"El Salvador","1998","4170","",""
"El Salvador","1997","3990","",""
"El Salvador","1996","3810","",""
"El Salvador","1995","3710","",""
"El Salvador","1994","3440","",""
"El Salvador","1993","3210","",""
"El Salvador","1992","2980","",""
"El Salvador","1991","2730","",""
"El Salvador","1990","2600","",""
"El Salvador","1989","2400","",""
"El Salvador","1988","2320","",""
"El Salvador","1987","2230","",""
"El Salvador","1986","2140","",""
"El Salvador","1985","2110","",""
"El Salvador","1984","2050","",""
"El Salvador","1983","1980","",""
"El Salvador","1982","1900","",""
"El Salvador","1981","1950","",""
"El Salvador","1980","2040","",""
"Equatorial Guinea","2011","24110","",""
"Equatorial Guinea","2010","21980","",""
"Equatorial Guinea","2009","25960","",""
"Equatorial Guinea","2008","20950","",""
"Equatorial Guinea","2007","16240","",""
"Equatorial Guinea","2006","13700","",""
"Equatorial Guinea","2005","12600","",""
"Equatorial Guinea","2004","9950","",""
"Equatorial Guinea","2003","7730","",""
"Equatorial Guinea","2002","7860","",""
"Equatorial Guinea","2001","6140","",""
"Equatorial Guinea","2000","5430","",""
"Equatorial Guinea","1999","3280","",""
"Equatorial Guinea","1998","4380","",""
"Equatorial Guinea","1997","3450","",""
"Equatorial Guinea","1996","1920","",""
"Equatorial Guinea","1995","1790","",""
"Equatorial Guinea","1994","1560","",""
"Equatorial Guinea","1993","1610","",""
"Equatorial Guinea","1992","1500","",""
"Equatorial Guinea","1991","1330","",""
"Equatorial Guinea","1990","1350","",""
"Equatorial Guinea","1989","1290","",""
"Equatorial Guinea","1988","1310","",""
"Equatorial Guinea","1987","1280","",""
"Equatorial Guinea","1986","1230","",""
"Equatorial Guinea","1985","1300","",""
"Eritrea","2011","580","",""
"Eritrea","2010","540","",""
"Eritrea","2009","540","",""
"Eritrea","2008","530","",""
"Eritrea","2007","590","",""
"Eritrea","2006","580","",""
"Eritrea","2005","590","",""
"Eritrea","2004","580","",""
"Eritrea","2003","580","",""
"Eritrea","2002","610","",""
"Eritrea","2001","610","",""
"Eritrea","2000","510","",""
"Eritrea","1999","600","",""
"Eritrea","1998","610","",""
"Eritrea","1997","600","",""
"Eritrea","1996","560","",""
"Eritrea","1995","520","",""
"Eritrea","1994","490","",""
"Eritrea","1993","400","",""
"Eritrea","1992","340","",""
"Estonia","2011","20830","",""
"Estonia","2010","19380","",""
"Estonia","2009","19230","",""
"Estonia","2008","20970","",""
"Estonia","2007","20160","",""
"Estonia","2006","18160","",""
"Estonia","2005","15920","",""
"Estonia","2004","14060","",""
"Estonia","2003","12700","",""
"Estonia","2002","11500","",""
"Estonia","2001","10280","",""
"Estonia","2000","9560","",""
"Estonia","1999","8650","",""
"Estonia","1998","8360","",""
"Estonia","1997","7790","",""
"Estonia","1996","6970","",""
"Estonia","1995","6340","",""
"Ethiopia","2011","1110","",""
"Ethiopia","2010","1030","",""
"Ethiopia","2009","950","",""
"Ethiopia","2008","880","",""
"Ethiopia","2007","800","",""
"Ethiopia","2006","710","",""
"Ethiopia","2005","630","",""
"Ethiopia","2004","560","",""
"Ethiopia","2003","490","",""
"Ethiopia","2002","510","",""
"Ethiopia","2001","500","",""
"Ethiopia","2000","460","",""
"Ethiopia","1999","440","",""
"Ethiopia","1998","420","",""
"Ethiopia","1997","440","",""
"Ethiopia","1996","440","",""
"Ethiopia","1995","390","",""
"Ethiopia","1994","370","",""
"Ethiopia","1993","360","",""
"Ethiopia","1992","330","",""
"Ethiopia","1991","360","",""
"Ethiopia","1990","390","",""
"Ethiopia","1989","380","",""
"Ethiopia","1988","380","",""
"Ethiopia","1987","380","",""
"Ethiopia","1986","330","",""
"Ethiopia","1985","310","",""
"Ethiopia","1984","350","",""
"Ethiopia","1983","350","",""
"Ethiopia","1982","330","",""
"Ethiopia","1981","310","",""
"Euro area","2011","35271.7303018536","",""
"Euro area","2010","34296.8193925255","",""
"Euro area","2009","33714.8627831745","",""
"Euro area","2008","34572.8632203146","",""
"Euro area","2007","33476.721061511","",""
"Euro area","2006","31750.4359803452","",""
"Euro area","2005","29285.8982758576","",""
"Euro area","2004","28026.8338690859","",""
"Euro area","2003","26813.0640350949","",""
"Euro area","2002","26348.060465492","",""
"Euro area","2001","25570.3445153597","",""
"Euro area","2000","24449.9831132519","",""
"Euro area","1999","23071.0475830373","",""
"Euro area","1998","22203.080952741","",""
"Euro area","1997","21313.0031994712","",""
"Euro area","1996","20460.0058412794","",""
"Euro area","1995","19788.8837884418","",""
"Euro area","1994","18946.3878322039","",""
"Euro area","1993","18233.0202326264","",""
"Euro area","1992","18016.8331293392","",""
"Euro area","1991","17453.1016448562","",""
"Euro area","1990","16545.7377863559","",""
"Euro area","1989","15486.8589432727","",""
"Euro area","1988","14408.4045687433","",""
"Euro area","1987","13388.0143839897","",""
"Euro area","1986","12700.2533277005","",""
"Euro area","1985","12150.3652464379","",""
"Euro area","1984","11533.7954253533","",""
"Euro area","1983","10872.873951277","",""
"Euro area","1982","10340.1650077744","",""
"Euro area","1981","9724.76876399171","",""
"Euro area","1980","8916.56599429486","",""
"Europe & Central Asia (all income levels)","2011","25128.0815509558","",""
"Europe & Central Asia (all income levels)","2010","24231.1262577805","",""
"Europe & Central Asia (all income levels)","2009","23540.4083595288","",""
"Europe & Central Asia (all income levels)","2008","24358.0945791834","",""
"Europe & Central Asia (all income levels)","2007","22936.1258572002","",""
"Europe & Central Asia (all income levels)","2006","21495.1934646716","",""
"Europe & Central Asia (all income levels)","2005","19460.3974192717","",""
"Europe & Central Asia (all income levels)","2004","18319.5246260974","",""
"Europe & Central Asia (all income levels)","2003","17175.5228494884","",""
"Europe & Central Asia (all income levels)","2002","16550.956241027","",""
"Europe & Central Asia (all income levels)","2001","15856.7735370101","",""
"Europe & Central Asia (all income levels)","2000","15092.4625319187","",""
"Europe & Central Asia (all income levels)","1999","14027.9201755249","",""
"Europe & Central Asia (all income levels)","1998","13520.6840374142","",""
"Europe & Central Asia (all income levels)","1997","12907.0576337399","",""
"Europe & Central Asia (all income levels)","1996","12323.0290523477","",""
"Europe & Central Asia (all income levels)","1995","11890.8836976157","",""
"Europe & Central Asia (all income levels)","1994","11450.8505317548","",""
"Europe & Central Asia (all income levels)","1993","11223.1391038927","",""
"Europe & Central Asia (all income levels)","1992","11171.8050688405","",""
"Europe & Central Asia (all income levels)","1991","11165.7540547747","",""
"Europe & Central Asia (all income levels)","1990","10881.1903717797","",""
"Europe & Central Asia (all income levels)","1989","10394.4552374876","",""
"Europe & Central Asia (all income levels)","1988","9743.58504993641","",""
"Europe & Central Asia (all income levels)","1987","9099.37889669821","",""
"Europe & Central Asia (all income levels)","1986","8623.59330682463","",""
"Europe & Central Asia (all income levels)","1985","8247.8802040578","",""
"Europe & Central Asia (all income levels)","1984","7851.71140761625","",""
"Europe & Central Asia (all income levels)","1983","7408.86449430514","",""
"Europe & Central Asia (all income levels)","1982","7030.9370887933","",""
"Europe & Central Asia (all income levels)","1981","6618.32974118203","",""
"Europe & Central Asia (all income levels)","1980","6080.40898448157","",""
"Europe & Central Asia (developing only)","2011","14178.2562227157","",""
"Europe & Central Asia (developing only)","2010","13356.3317230441","",""
"Europe & Central Asia (developing only)","2009","12715.7034610408","",""
"Europe & Central Asia (developing only)","2008","13502.729560332","",""
"Europe & Central Asia (developing only)","2007","11718.2439168507","",""
"Europe & Central Asia (developing only)","2006","10513.2125826704","",""
"Europe & Central Asia (developing only)","2005","8855.51229939345","",""
"Europe & Central Asia (developing only)","2004","7862.97374850407","",""
"Europe & Central Asia (developing only)","2003","6973.63049627499","",""
"Europe & Central Asia (developing only)","2002","6349.32740055225","",""
"Europe & Central Asia (developing only)","2001","5935.69174432447","",""
"Europe & Central Asia (developing only)","2000","5616.06006371805","",""
"Europe & Central Asia (developing only)","1999","4986.63754011803","",""
"Europe & Central Asia (developing only)","1998","4847.28334497864","",""
"Europe & Central Asia (developing only)","1997","4543.13454669418","",""
"Europe & Central Asia (developing only)","1996","4377.3879524181","",""
"Europe & Central Asia (developing only)","1995","4354.88105536147","",""
"Europe & Central Asia (developing only)","1994","4367.92312525814","",""
"Europe & Central Asia (developing only)","1993","4812.10356368681","",""
"Europe & Central Asia (developing only)","1992","5057.57926710753","",""
"Europe & Central Asia (developing only)","1991","5647.68654336876","",""
"Europe & Central Asia (developing only)","1990","5831.30265749246","",""
"Europe & Central Asia (developing only)","1989","5821.43556945631","",""
"European Union","2011","32565.9326837389","",""
"European Union","2010","31657.475848214","",""
"European Union","2009","31018.8534927688","",""
"European Union","2008","31832.909383607","",""
"European Union","2007","30689.3773969934","",""
"European Union","2006","29070.2703318956","",""
"European Union","2005","26842.3176751214","",""
"European Union","2004","25674.1209616967","",""
"European Union","2003","24402.4145769527","",""
"European Union","2002","23818.249287796","",""
"European Union","2001","22911.341056221","",""
"European Union","2000","21779.1164695119","",""
"European Union","1999","20465.4553283982","",""
"European Union","1998","19714.9073001266","",""
"European Union","1997","18884.9685355269","",""
"European Union","1996","18032.9459564899","",""
"European Union","1995","17331.424080658","",""
"European Union","1994","16545.2025793054","",""
"European Union","1993","15795.7534252484","",""
"European Union","1992","15520.63980245","",""
"European Union","1991","15090.9139993814","",""
"European Union","1990","14468.4109674689","",""
"European Union","1989","13658.1496107161","",""
"European Union","1988","12761.4989124151","",""
"European Union","1987","11857.4329831515","",""
"European Union","1986","11214.8181769054","",""
"European Union","1985","10694.6397415612","",""
"European Union","1984","10158.6052156399","",""
"European Union","1983","9568.57121310467","",""
"European Union","1982","9058.79514810892","",""
"European Union","1981","8498.85783908201","",""
"European Union","1980","7803.84686030843","",""
"Fiji","2011","4590","",""
"Fiji","2010","4460","",""
"Fiji","2009","4590","",""
"Fiji","2008","4560","",""
"Fiji","2007","4470","",""
"Fiji","2006","4340","",""
"Fiji","2005","4390","",""
"Fiji","2004","4170","",""
"Fiji","2003","3860","",""
"Fiji","2002","3780","",""
"Fiji","2001","3550","",""
"Fiji","2000","3520","",""
"Fiji","1999","3340","",""
"Fiji","1998","3050","",""
"Fiji","1997","3040","",""
"Fiji","1996","3100","",""
"Fiji","1995","2920","",""
"Fiji","1994","2740","",""
"Fiji","1993","2630","",""
"Fiji","1992","2560","",""
"Fiji","1991","2400","",""
"Fiji","1990","2390","",""
"Fiji","1989","2230","",""
"Fiji","1988","2010","",""
"Fiji","1987","1940","",""
"Fiji","1986","2030","",""
"Fiji","1985","1860","",""
"Fiji","1984","1890","",""
"Fiji","1983","1720","",""
"Fiji","1982","1750","",""
"Fiji","1981","1840","",""
"Fiji","1980","1620","",""
"Finland","2011","38500","",""
"Finland","2010","37100","",""
"Finland","2009","36270","",""
"Finland","2008","38280","",""
"Finland","2007","36180","",""
"Finland","2006","33450","",""
"Finland","2005","30850","",""
"Finland","2004","30090","",""
"Finland","2003","27410","",""
"Finland","2002","27580","",""
"Finland","2001","26490","",""
"Finland","2000","25480","",""
"Finland","1999","23310","",""
"Finland","1998","22050","",""
"Finland","1997","20590","",""
"Finland","1996","18770","",""
"Finland","1995","18200","",""
"Finland","1994","17040","",""
"Finland","1993","15970","",""
"Finland","1992","15940","",""
"Finland","1991","16410","",""
"Finland","1990","17110","",""
"Finland","1989","16540","",""
"Finland","1988","15380","",""
"Finland","1987","14140","",""
"Finland","1986","13320","",""
"Finland","1985","12690","",""
"Finland","1984","11940","",""
"Finland","1983","11200","",""
"Finland","1982","10520","",""
"Finland","1981","9710","",""
"Finland","1980","8850","",""
"France","2011","35650","",""
"France","2010","34780","",""
"France","2009","34170","",""
"France","2008","34640","",""
"France","2007","33600","",""
"France","2006","31880","",""
"France","2005","29910","",""
"France","2004","28460","",""
"France","2003","27460","",""
"France","2002","27770","",""
"France","2001","26890","",""
"France","2000","25530","",""
"France","1999","23920","",""
"France","1998","22860","",""
"France","1997","21810","",""
"France","1996","20840","",""
"France","1995","20190","",""
"France","1994","19470","",""
"France","1993","18770","",""
"France","1992","18540","",""
"France","1991","17880","",""
"France","1990","17190","",""
"France","1989","16210","",""
"France","1988","15100","",""
"France","1987","14050","",""
"France","1986","13370","",""
"France","1985","12810","",""
"France","1984","12250","",""
"France","1983","11720","",""
"France","1982","11270","",""
"France","1981","10470","",""
"France","1980","9540","",""
"Gabon","2011","13650","",""
"Gabon","2010","13070","",""
"Gabon","2009","12860","",""
"Gabon","2008","12730","",""
"Gabon","2007","12390","",""
"Gabon","2006","11440","",""
"Gabon","2005","11580","",""
"Gabon","2004","10400","",""
"Gabon","2003","10770","",""
"Gabon","2002","10760","",""
"Gabon","2001","10400","",""
"Gabon","2000","9950","",""
"Gabon","1999","10540","",""
"Gabon","1998","11780","",""
"Gabon","1997","11260","",""
"Gabon","1996","10740","",""
"Gabon","1995","10470","",""
"Gabon","1994","10210","",""
"Gabon","1993","9660","",""
"Gabon","1992","9550","",""
"Gabon","1991","10290","",""
"Gabon","1990","9680","",""
"Gabon","1989","9640","",""
"Gabon","1988","8680","",""
"Gabon","1987","7650","",""
"Gabon","1986","9270","",""
"Gabon","1985","9430","",""
"Gabon","1984","9770","",""
"Gabon","1983","8800","",""
"Gabon","1982","8260","",""
"Gabon","1981","8290","",""
"Gabon","1980","7320","",""
"Gambia, The","2011","2060","",""
"Gambia, The","2010","1960","",""
"Gambia, The","2009","1860","",""
"Gambia, The","2008","1780","",""
"Gambia, The","2007","1660","",""
"Gambia, The","2006","1540","",""
"Gambia, The","2005","1490","",""
"Gambia, The","2004","1490","",""
"Gambia, The","2003","1400","",""
"Gambia, The","2002","1320","",""
"Gambia, The","2001","1400","",""
"Gambia, The","2000","1350","",""
"Gambia, The","1999","1290","",""
"Gambia, The","1998","1240","",""
"Gambia, The","1997","1210","",""
"Gambia, The","1996","1180","",""
"Gambia, The","1995","1160","",""
"Gambia, The","1994","1150","",""
"Gambia, The","1993","1160","",""
"Gambia, The","1992","1130","",""
"Gambia, The","1991","1110","",""
"Gambia, The","1990","1020","",""
"Gambia, The","1989","1010","",""
"Gambia, The","1988","1040","",""
"Gambia, The","1987","1020","",""
"Gambia, The","1986","830","",""
"Gambia, The","1985","940","",""
"Gambia, The","1984","1000","",""
"Gambia, The","1983","900","",""
"Gambia, The","1982","840","",""
"Gambia, The","1981","840","",""
"Gambia, The","1980","770","",""
"Georgia","2011","5390","",""
"Georgia","2010","4950","",""
"Georgia","2009","4700","",""
"Georgia","2008","4860","",""
"Georgia","2007","4700","",""
"Georgia","2006","4130","",""
"Georgia","2005","3650","",""
"Georgia","2004","3270","",""
"Georgia","2003","2960","",""
"Georgia","2002","2590","",""
"Georgia","2001","2420","",""
"Georgia","2000","2310","",""
"Georgia","1999","2230","",""
"Georgia","1998","2120","",""
"Georgia","1997","1980","",""
"Georgia","1996","1620","",""
"Georgia","1995","1370","",""
"Georgia","1994","1300","",""
"Georgia","1993","1410","",""
"Georgia","1992","1990","",""
"Georgia","1991","3590","",""
"Georgia","1990","4430","",""
"Georgia","1989","5010","",""
"Georgia","1988","5220","",""
"Georgia","1987","4820","",""
"Georgia","1986","4670","",""
"Georgia","1985","5010","",""
"Georgia","1984","4680","",""
"Georgia","1983","4310","",""
"Georgia","1982","4010","",""
"Georgia","1981","3740","",""
"Georgia","1980","3270","",""
"Germany","2011","39970","",""
"Germany","2010","38120","",""
"Germany","2009","36800","",""
"Germany","2008","37590","",""
"Germany","2007","36170","",""
"Germany","2006","34230","",""
"Germany","2005","31470","",""
"Germany","2004","29930","",""
"Germany","2003","28110","",""
"Germany","2002","27070","",""
"Germany","2001","26400","",""
"Germany","2000","25490","",""
"Germany","1999","24690","",""
"Germany","1998","23910","",""
"Germany","1997","23370","",""
"Germany","1996","22910","",""
"Germany","1995","22320","",""
"Germany","1994","21620","",""
"Germany","1993","20890","",""
"Germany","1992","20820","",""
"Germany","1991","20140","",""
"Germany","1990","18770","",""
"Germany","1989","17320","",""
"Germany","1988","16170","",""
"Germany","1987","15050","",""
"Germany","1986","14470","",""
"Germany","1985","13870","",""
"Germany","1984","13130","",""
"Germany","1983","12210","",""
"Germany","1982","11500","",""
"Germany","1981","10880","",""
"Germany","1980","9930","",""
"Ghana","2011","1820","",""
"Ghana","2010","1610","",""
"Ghana","2009","1530","",""
"Ghana","2008","1330","",""
"Ghana","2007","1200","",""
"Ghana","2006","1110","",""
"Ghana","2005","1190","",""
"Ghana","2004","1110","",""
"Ghana","2003","1040","",""
"Ghana","2002","1000","",""
"Ghana","2001","960","",""
"Ghana","2000","920","",""
"Ghana","1999","900","",""
"Ghana","1998","870","",""
"Ghana","1997","840","",""
"Ghana","1996","810","",""
"Ghana","1995","780","",""
"Ghana","1994","750","",""
"Ghana","1993","730","",""
"Ghana","1992","700","",""
"Ghana","1991","680","",""
"Ghana","1990","640","",""
"Ghana","1989","610","",""
"Ghana","1988","580","",""
"Ghana","1987","540","",""
"Ghana","1986","520","",""
"Ghana","1985","500","",""
"Ghana","1984","480","",""
"Ghana","1983","440","",""
"Ghana","1982","460","",""
"Ghana","1981","480","",""
"Ghana","1980","470","",""
"Greece","2011","26090","",""
"Greece","2010","27650","",""
"Greece","2009","28670","",""
"Greece","2008","28600","",""
"Greece","2007","26930","",""
"Greece","2006","26220","",""
"Greece","2005","23990","",""
"Greece","2004","23720","",""
"Greece","2003","22390","",""
"Greece","2002","21480","",""
"Greece","2001","19890","",""
"Greece","2000","18320","",""
"Greece","1999","17030","",""
"Greece","1998","16730","",""
"Greece","1997","16280","",""
"Greece","1996","15400","",""
"Greece","1995","14940","",""
"Greece","1994","14440","",""
"Greece","1993","13980","",""
"Greece","1992","14080","",""
"Greece","1991","13760","",""
"Greece","1990","12960","",""
"Greece","1989","12400","",""
"Greece","1988","11550","",""
"Greece","1987","10770","",""
"Greece","1986","10680","",""
"Greece","1985","10490","",""
"Greece","1984","9990","",""
"Greece","1983","9590","",""
"Greece","1982","9420","",""
"Greece","1981","9020","",""
"Greece","1980","8490","",""
"Grenada","2011","10530","",""
"Grenada","2010","10100","",""
"Grenada","2009","9930","",""
"Grenada","2008","10760","",""
"Grenada","2007","10420","",""
"Grenada","2006","9710","",""
"Grenada","2005","9620","",""
"Grenada","2004","7740","",""
"Grenada","2003","8280","",""
"Grenada","2002","7480","",""
"Grenada","2001","7290","",""
"Grenada","2000","7550","",""
"Grenada","1999","6540","",""
"Grenada","1998","5870","",""
"Grenada","1997","5520","",""
"Grenada","1996","5220","",""
"Grenada","1995","4970","",""
"Grenada","1994","4850","",""
"Grenada","1993","4660","",""
"Grenada","1992","4790","",""
"Grenada","1991","4720","",""
"Grenada","1990","4360","",""
"Grenada","1989","4020","",""
"Grenada","1988","3600","",""
"Grenada","1987","3340","",""
"Grenada","1986","2900","",""
"Guatemala","2011","4800","",""
"Guatemala","2010","4630","",""
"Guatemala","2009","4560","",""
"Guatemala","2008","4630","",""
"Guatemala","2007","4490","",""
"Guatemala","2006","4210","",""
"Guatemala","2005","3990","",""
"Guatemala","2004","3840","",""
"Guatemala","2003","3720","",""
"Guatemala","2002","3650","",""
"Guatemala","2001","3580","",""
"Guatemala","2000","3470","",""
"Guatemala","1999","3360","",""
"Guatemala","1998","3270","",""
"Guatemala","1997","3130","",""
"Guatemala","1996","3010","",""
"Guatemala","1995","2950","",""
"Guatemala","1994","2810","",""
"Guatemala","1993","2710","",""
"Guatemala","1992","2610","",""
"Guatemala","1991","2490","",""
"Guatemala","1990","2360","",""
"Guatemala","1989","2250","",""
"Guatemala","1988","2130","",""
"Guatemala","1987","2020","",""
"Guatemala","1986","1930","",""
"Guatemala","1985","1960","",""
"Guatemala","1984","1950","",""
"Guatemala","1983","1930","",""
"Guatemala","1982","1960","",""
"Guatemala","1981","1970","",""
"Guatemala","1980","1840","",""
"Guinea","2011","1050","",""
"Guinea","2010","990","",""
"Guinea","2009","960","",""
"Guinea","2008","960","",""
"Guinea","2007","940","",""
"Guinea","2006","890","",""
"Guinea","2005","870","",""
"Guinea","2004","640","",""
"Guinea","2003","620","",""
"Guinea","2002","630","",""
"Guinea","2001","590","",""
"Guinea","2000","570","",""
"Guinea","1999","560","",""
"Guinea","1998","530","",""
"Guinea","1997","510","",""
"Guinea","1996","490","",""
"Guinea","1995","470","",""
"Guinea","1994","460","",""
"Guinea","1993","460","",""
"Guinea","1992","440","",""
"Guinea","1991","440","",""
"Guinea","1990","440","",""
"Guinea","1989","420","",""
"Guinea","1988","410","",""
"Guinea","1987","380","",""
"Guinea","1986","360","",""
"Guinea-Bissau","2011","1250","",""
"Guinea-Bissau","2010","1180","",""
"Guinea-Bissau","2009","1140","",""
"Guinea-Bissau","2008","1110","",""
"Guinea-Bissau","2007","1090","",""
"Guinea-Bissau","2006","1040","",""
"Guinea-Bissau","2005","1000","",""
"Guinea-Bissau","2004","950","",""
"Guinea-Bissau","2003","920","",""
"Guinea-Bissau","2002","910","",""
"Guinea-Bissau","2001","940","",""
"Guinea-Bissau","2000","960","",""
"Guinea-Bissau","1999","880","",""
"Guinea-Bissau","1998","820","",""
"Guinea-Bissau","1997","1160","",""
"Guinea-Bissau","1996","1080","",""
"Guinea-Bissau","1995","960","",""
"Guinea-Bissau","1994","930","",""
"Guinea-Bissau","1993","900","",""
"Guinea-Bissau","1992","880","",""
"Guinea-Bissau","1991","870","",""
"Guinea-Bissau","1990","830","",""
"Guinea-Bissau","1989","760","",""
"Guinea-Bissau","1988","700","",""
"Guinea-Bissau","1987","670","",""
"Guinea-Bissau","1986","670","",""
"Guinea-Bissau","1985","760","",""
"Guinea-Bissau","1984","650","",""
"Guinea-Bissau","1983","580","",""
"Guinea-Bissau","1982","580","",""
"Guinea-Bissau","1981","540","",""
"Guinea-Bissau","1980","410","",""
"Guyana","2010","3460","",""
"Guyana","2009","3240","",""
"Guyana","2008","3110","",""
"Guyana","2007","2950","",""
"Guyana","2006","2660","",""
"Guyana","2005","2470","",""
"Guyana","2004","2160","",""
"Guyana","2003","2210","",""
"Guyana","2002","2180","",""
"Guyana","2001","2110","",""
"Guyana","2000","2050","",""
"Guyana","1999","2020","",""
"Guyana","1998","1900","",""
"Guyana","1997","1900","",""
"Guyana","1996","1800","",""
"Guyana","1995","1630","",""
"Guyana","1994","1480","",""
"Guyana","1993","1270","",""
"Guyana","1992","1040","",""
"Guyana","1991","880","",""
"Guyana","1990","780","",""
"Guyana","1989","750","",""
"Guyana","1988","870","",""
"Guyana","1987","830","",""
"Guyana","1986","880","",""
"Guyana","1985","890","",""
"Guyana","1984","820","",""
"Guyana","1983","850","",""
"Guyana","1982","880","",""
"Guyana","1981","970","",""
"Guyana","1980","910","",""
"Haiti","2011","1190","",""
"Haiti","2010","1120","",""
"Haiti","2009","1170","",""
"Haiti","2008","1140","",""
"Haiti","2007","1150","",""
"Haiti","2006","920","",""
"Haiti","2005","1040","",""
"Haiti","2004","1010","",""
"Heavily indebted poor countries (HIPC)","2011","1388.98100263507","",""
"Heavily indebted poor countries (HIPC)","2010","1322.44671483379","",""
"Heavily indebted poor countries (HIPC)","2009","1271.65753958409","",""
"Heavily indebted poor countries (HIPC)","2008","1224.94602471599","",""
"Heavily indebted poor countries (HIPC)","2007","1167.41623612161","",""
"Heavily indebted poor countries (HIPC)","2006","1088.77056576998","",""
"Heavily indebted poor countries (HIPC)","2005","1022.6623002525","",""
"Heavily indebted poor countries (HIPC)","2004","951.339543800618","",""
"Heavily indebted poor countries (HIPC)","2003","899.07984028285","",""
"Heavily indebted poor countries (HIPC)","2002","861.539294908291","",""
"Heavily indebted poor countries (HIPC)","2001","840.470582744511","",""
"Heavily indebted poor countries (HIPC)","2000","805.974582017024","",""
"Heavily indebted poor countries (HIPC)","1999","790.12697629695","",""
"Heavily indebted poor countries (HIPC)","1998","775.711653353355","",""
"Heavily indebted poor countries (HIPC)","1997","755.608912569314","",""
"Heavily indebted poor countries (HIPC)","1996","722.75121366935","",""
"Heavily indebted poor countries (HIPC)","1995","682.019443394637","",""
"Heavily indebted poor countries (HIPC)","1994","656.113848176353","",""
"Heavily indebted poor countries (HIPC)","1993","658.083062363819","",""
"Heavily indebted poor countries (HIPC)","1992","645.967523237969","",""
"Heavily indebted poor countries (HIPC)","1991","650.50679913391","",""
"Heavily indebted poor countries (HIPC)","1990","649.249631447304","",""
"Heavily indebted poor countries (HIPC)","1989","644.601872554844","",""
"Heavily indebted poor countries (HIPC)","1988","627.627809358926","",""
"Heavily indebted poor countries (HIPC)","1987","623.018504044162","",""
"Heavily indebted poor countries (HIPC)","1986","602.213607685641","",""
"Heavily indebted poor countries (HIPC)","1985","590.489853099488","",""
"Heavily indebted poor countries (HIPC)","1984","576.435110835592","",""
"Heavily indebted poor countries (HIPC)","1983","568.571775391652","",""
"Heavily indebted poor countries (HIPC)","1982","539.595926676868","",""
"Heavily indebted poor countries (HIPC)","1981","520.867029678089","",""
"Heavily indebted poor countries (HIPC)","1980","467.52657260861","",""
"High income","2011","38571.6287511901","",""
"High income","2010","37332.5550629245","",""
"High income","2009","36053.8248226434","",""
"High income","2008","37173.1065715081","",""
"High income","2007","36385.6428143722","",""
"High income","2006","34881.7700383522","",""
"High income","2005","32677.6709296427","",""
"High income","2004","31047.8925162579","",""
"High income","2003","29385.7713694401","",""
"High income","2002","28496.9117751906","",""
"High income","2001","27707.2608763827","",""
"High income","2000","26690.7593450081","",""
"High income","1999","25076.3408612048","",""
"High income","1998","24066.6980127974","",""
"High income","1997","23244.632461926","",""
"High income","1996","22145.0942969068","",""
"High income","1995","21168.9658374354","",""
"High income","1994","20276.5766710312","",""
"High income","1993","19343.3584988126","",""
"High income","1992","18822.6786329791","",""
"High income","1991","18144.0365607253","",""
"High income","1990","17434.1112902163","",""
"High income","1989","16444.6828225696","",""
"High income","1988","15419.931820365","",""
"High income","1987","14267.4187867298","",""
"High income","1986","13463.2951276129","",""
"High income","1985","12860.4066635523","",""
"High income","1984","12138.9963219806","",""
"High income","1983","11232.2622965887","",""
"High income","1982","10607.9875843585","",""
"High income","1981","10041.5340627535","",""
"High income","1980","9086.02314182457","",""
"High income: nonOECD","2011","36885.2431844394","",""
"High income: nonOECD","2010","34557.8900568777","",""
"High income: nonOECD","2009","32804.1278747131","",""
"High income: nonOECD","2008","33582.7362872237","",""
"High income: nonOECD","2007","32583.8593012195","",""
"High income: nonOECD","2006","30894.0503443433","",""
"High income: nonOECD","2005","28708.150189102","",""
"High income: nonOECD","2004","26874.0420809801","",""
