"Country or Area","Year","Value","Value Footnotes","Value Footnotes" 
"Turkey","1983","2710","",""
"Turkey","1982","2540","",""
"Turkey","1981","2370","",""
"Turkey","1980","2130","",""
"Turkmenistan","2011","8350","",""
"Turkmenistan","2010","7460","",""
"Turkmenistan","2009","7040","",""
"Turkmenistan","2008","6700","",""
"Turkmenistan","2007","5790","",""
"Turkmenistan","2006","5080","",""
"Turkmenistan","2005","4430","",""
"Turkmenistan","2004","4060","",""
"Turkmenistan","2003","3410","",""
"Turkmenistan","2002","2840","",""
"Turkmenistan","2001","2430","",""
"Turkmenistan","2000","1930","",""
"Turkmenistan","1999","1720","",""
"Turkmenistan","1998","1490","",""
"Turkmenistan","1997","1430","",""
"Turkmenistan","1996","1560","",""
"Turkmenistan","1995","1680","",""
"Turkmenistan","1994","1860","",""
"Turkmenistan","1993","2200","",""
"Uganda","2011","1320","",""
"Uganda","2010","1250","",""
"Uganda","2009","1210","",""
"Uganda","2008","1150","",""
"Uganda","2007","1070","",""
"Uganda","2006","980","",""
"Uganda","2005","880","",""
"Uganda","2004","840","",""
"Uganda","2003","790","",""
"Uganda","2002","750","",""
"Uganda","2001","700","",""
"Uganda","2000","670","",""
"Uganda","1999","670","",""
"Uganda","1998","630","",""
"Uganda","1997","610","",""
"Uganda","1996","580","",""
"Uganda","1995","540","",""
"Uganda","1994","490","",""
"Uganda","1993","460","",""
"Uganda","1992","420","",""
"Uganda","1991","420","",""
"Uganda","1990","400","",""
"Uganda","1989","380","",""
"Uganda","1988","350","",""
"Uganda","1987","330","",""
"Uganda","1986","320","",""
"Uganda","1985","320","",""
"Uganda","1984","330","",""
"Uganda","1983","330","",""
"Uganda","1982","310","",""
"Ukraine","2011","7080","",""
"Ukraine","2010","6590","",""
"Ukraine","2009","6190","",""
"Ukraine","2008","7250","",""
"Ukraine","2007","6850","",""
"Ukraine","2006","6130","",""
"Ukraine","2005","5520","",""
"Ukraine","2004","5160","",""
"Ukraine","2003","4450","",""
"Ukraine","2002","3940","",""
"Ukraine","2001","3630","",""
"Ukraine","2000","3180","",""
"Ukraine","1999","2920","",""
"Ukraine","1998","2880","",""
"Ukraine","1997","2890","",""
"Ukraine","1996","2890","",""
"Ukraine","1995","3120","",""
"Ukraine","1994","3480","",""
"Ukraine","1993","4330","",""
"Ukraine","1992","5050","",""
"Ukraine","1991","5620","",""
"Ukraine","1990","5960","",""
"Ukraine","1989","6100","",""
"Ukraine","1988","5600","",""
"Ukraine","1987","5300","",""
"United Arab Emirates","2011","48220","",""
"United Arab Emirates","2010","46990","",""
"United Arab Emirates","2009","50200","",""
"United Arab Emirates","2008","56450","",""
"United Arab Emirates","2007","62610","",""
"United Arab Emirates","2006","67610","",""
"United Arab Emirates","2005","67920","",""
"United Arab Emirates","2004","68980","",""
"United Arab Emirates","2003","65520","",""
"United Arab Emirates","2002","62170","",""
"United Arab Emirates","2001","64210","",""
"United Kingdom","2011","35940","",""
"United Kingdom","2010","35860","",""
"United Kingdom","2009","34960","",""
"United Kingdom","2008","36670","",""
"United Kingdom","2007","36230","",""
"United Kingdom","2006","35210","",""
"United Kingdom","2005","33290","",""
"United Kingdom","2004","32210","",""
"United Kingdom","2003","30250","",""
"United Kingdom","2002","29310","",""
"United Kingdom","2001","27730","",""
"United Kingdom","2000","26020","",""
"United Kingdom","1999","24150","",""
"United Kingdom","1998","23530","",""
"United Kingdom","1997","22370","",""
"United Kingdom","1996","20820","",""
"United Kingdom","1995","19580","",""
"United Kingdom","1994","18770","",""
"United Kingdom","1993","17530","",""
"United Kingdom","1992","16850","",""
"United Kingdom","1991","16370","",""
"United Kingdom","1990","16050","",""
"United Kingdom","1989","15450","",""
"United Kingdom","1988","14650","",""
"United Kingdom","1987","13480","",""
"United Kingdom","1986","12540","",""
"United Kingdom","1985","11770","",""
"United Kingdom","1984","11150","",""
"United Kingdom","1983","10470","",""
"United Kingdom","1982","9660","",""
"United Kingdom","1981","8930","",""
"United Kingdom","1980","8260","",""
"United States","2011","48890","",""
"United States","2010","47310","",""
"United States","2009","45440","",""
"United States","2008","47320","",""
"United States","2007","46800","",""
"United States","2006","45680","",""
"United States","2005","43170","",""
"United States","2004","40680","",""
"United States","2003","38400","",""
"United States","2002","37070","",""
"United States","2001","36460","",""
"United States","2000","35690","",""
"United States","1999","33690","",""
"United States","1998","32060","",""
"United States","1997","30500","",""
"United States","1996","28920","",""
"United States","1995","27550","",""
"United States","1994","26400","",""
"United States","1993","25050","",""
"United States","1992","24210","",""
"United States","1991","23300","",""
"United States","1990","22850","",""
"United States","1989","21920","",""
"United States","1988","20830","",""
"United States","1987","19330","",""
"United States","1986","18220","",""
"United States","1985","17520","",""
"United States","1984","16560","",""
"United States","1983","14950","",""
"United States","1982","14070","",""
"United States","1981","13510","",""
"United States","1980","12130","",""
"Upper middle income","2011","10705.4956584075","",""
"Upper middle income","2010","9865.40295390304","",""
"Upper middle income","2009","9163.67719923538","",""
"Upper middle income","2008","8979.16665043503","",""
"Upper middle income","2007","8153.93489048977","",""
"Upper middle income","2006","7264.55335031679","",""
"Upper middle income","2005","6391.6222466764","",""
"Upper middle income","2004","5759.94762427244","",""
"Upper middle income","2003","5216.13034805552","",""
"Upper middle income","2002","4788.16564279926","",""
"Upper middle income","2001","4529.69589121019","",""
"Upper middle income","2000","4314.91094775287","",""
"Upper middle income","1999","3975.96299834393","",""
"Upper middle income","1998","3851.20156056079","",""
"Upper middle income","1997","3703.91200791271","",""
"Upper middle income","1996","3485.37923978577","",""
"Upper middle income","1995","3303.71454215736","",""
"Upper middle income","1994","3160.86655835701","",""
"Upper middle income","1993","3041.33460094481","",""
"Upper middle income","1992","2919.66408173094","",""
"Upper middle income","1991","2862.76997490247","",""
"Upper middle income","1990","2733.98615370984","",""
"Upper middle income","1989","2662.96331700125","",""
"Upper middle income","1988","2496.26473004145","",""
"Upper middle income","1987","2357.72861070383","",""
"Upper middle income","1986","2208.4589824105","",""
"Upper middle income","1985","2105.50909674644","",""
"Upper middle income","1984","1982.57705543306","",""
"Upper middle income","1983","1837.36203256325","",""
"Upper middle income","1982","1769.7220041376","",""
"Upper middle income","1981","1670.65012137121","",""
"Upper middle income","1980","1521.5747871001","",""
"Uruguay","2011","14740","",""
"Uruguay","2010","13560","",""
"Uruguay","2009","12410","",""
"Uruguay","2008","12020","",""
"Uruguay","2007","11090","",""
"Uruguay","2006","10150","",""
"Uruguay","2005","9400","",""
"Uruguay","2004","8350","",""
"Uruguay","2003","7750","",""
"Uruguay","2002","7890","",""
"Uruguay","2001","8340","",""
"Uruguay","2000","8500","",""
"Uruguay","1999","8520","",""
"Uruguay","1998","8550","",""
"Uruguay","1997","8110","",""
"Uruguay","1996","7340","",""
"Uruguay","1995","6840","",""
"Uruguay","1994","6810","",""
"Uruguay","1993","6280","",""
"Uruguay","1992","6020","",""
"Uruguay","1991","5470","",""
"Uruguay","1990","5080","",""
"Uruguay","1989","4880","",""
"Uruguay","1988","4700","",""
"Uruguay","1987","4500","",""
"Uruguay","1986","4030","",""
"Uruguay","1985","3550","",""
"Uruguay","1984","3420","",""
"Uruguay","1983","3420","",""
"Uruguay","1982","3830","",""
"Uruguay","1981","4090","",""
"Uruguay","1980","3590","",""
"Uzbekistan","2011","3440","",""
"Uzbekistan","2010","3150","",""
"Uzbekistan","2009","2940","",""
"Uzbekistan","2008","2830","",""
"Uzbekistan","2007","2530","",""
"Uzbekistan","2006","2180","",""
"Uzbekistan","2005","2000","",""
"Uzbekistan","2004","1820","",""
"Uzbekistan","2003","1650","",""
"Uzbekistan","2002","1570","",""
"Uzbekistan","2001","1500","",""
"Uzbekistan","2000","1430","",""
"Uzbekistan","1999","1370","",""
"Uzbekistan","1998","1310","",""
"Uzbekistan","1997","1260","",""
"Uzbekistan","1996","1200","",""
"Uzbekistan","1995","1190","",""
"Uzbekistan","1994","1190","",""
"Uzbekistan","1993","1260","",""
"Uzbekistan","1992","1290","",""
"Vanuatu","2011","4500","",""
"Vanuatu","2010","4300","",""
"Vanuatu","2009","4190","",""
"Vanuatu","2008","4230","",""
"Vanuatu","2007","3820","",""
"Vanuatu","2006","3600","",""
"Vanuatu","2005","3270","",""
"Vanuatu","2004","3140","",""
"Vanuatu","2003","3010","",""
"Vanuatu","2002","2940","",""
"Vanuatu","2001","3190","",""
"Vanuatu","2000","3210","",""
"Vanuatu","1999","3120","",""
"Vanuatu","1998","3080","",""
"Vanuatu","1997","2720","",""
"Vanuatu","1996","2620","",""
"Vanuatu","1995","2640","",""
"Vanuatu","1994","2460","",""
"Vanuatu","1993","2510","",""
"Vanuatu","1992","2320","",""
"Vanuatu","1991","2350","",""
"Vanuatu","1990","2540","",""
"Vanuatu","1989","2210","",""
"Vanuatu","1988","2000","",""
"Vanuatu","1987","1870","",""
"Vanuatu","1986","2190","",""
"Vanuatu","1985","2170","",""
"Vanuatu","1984","1920","",""
"Vanuatu","1983","1720","",""
"Vanuatu","1982","1420","",""
"Vanuatu","1981","1220","",""
"Vanuatu","1980","1120","",""
"Venezuela, RB","2011","12620","",""
"Venezuela, RB","2010","12040","",""
"Venezuela, RB","2009","12300","",""
"Venezuela, RB","2008","12910","",""
"Venezuela, RB","2007","12320","",""
"Venezuela, RB","2006","11000","",""
"Venezuela, RB","2005","9770","",""
"Venezuela, RB","2004","8570","",""
"Venezuela, RB","2003","7200","",""
"Venezuela, RB","2002","7770","",""
"Venezuela, RB","2001","8660","",""
"Venezuela, RB","2000","8380","",""
"Venezuela, RB","1999","8040","",""
"Venezuela, RB","1998","8480","",""
"Venezuela, RB","1997","8480","",""
"Venezuela, RB","1996","8020","",""
"Venezuela, RB","1995","8050","",""
"Venezuela, RB","1994","7670","",""
"Venezuela, RB","1993","7900","",""
"Venezuela, RB","1992","7880","",""
"Venezuela, RB","1991","7580","",""
"Venezuela, RB","1990","6800","",""
"Venezuela, RB","1989","6040","",""
"Venezuela, RB","1988","6700","",""
"Venezuela, RB","1987","6240","",""
"Venezuela, RB","1986","6060","",""
"Venezuela, RB","1985","5640","",""
"Venezuela, RB","1984","5620","",""
"Venezuela, RB","1983","5550","",""
"Venezuela, RB","1982","5760","",""
"Venezuela, RB","1981","5870","",""
"Venezuela, RB","1980","5560","",""
"Vietnam","2011","3260","",""
"Vietnam","2010","3060","",""
"Vietnam","2009","2840","",""
"Vietnam","2008","2740","",""
"Vietnam","2007","2560","",""
"Vietnam","2006","2330","",""
"Vietnam","2005","2120","",""
"Vietnam","2004","1920","",""
"Vietnam","2003","1750","",""
"Vietnam","2002","1620","",""
"Vietnam","2001","1510","",""
"Vietnam","2000","1400","",""
"Vietnam","1999","1300","",""
"Vietnam","1998","1230","",""
"Vietnam","1997","1170","",""
"Vietnam","1996","1080","",""
"Vietnam","1995","990","",""
"Vietnam","1994","890","",""
"Vietnam","1993","800","",""
"Vietnam","1992","740","",""
"Vietnam","1991","670","",""
"Vietnam","1990","610","",""
"Vietnam","1989","610","",""
"West Bank and Gaza","2005","2710","",""
"West Bank and Gaza","2004","2580","",""
"West Bank and Gaza","2003","2500","",""
"West Bank and Gaza","2002","2350","",""
"West Bank and Gaza","2001","2660","",""
"West Bank and Gaza","2000","3300","",""
"West Bank and Gaza","1999","3590","",""
"West Bank and Gaza","1998","3370","",""
"West Bank and Gaza","1997","2960","",""
"West Bank and Gaza","1996","2670","",""
"West Bank and Gaza","1995","2720","",""
"West Bank and Gaza","1994","2570","",""
"World","2011","11573.911513487","",""
"World","2010","11020.2845355514","",""
"World","2009","10516.8029436512","",""
"World","2008","10618.1095424092","",""
"World","2007","10157.5737957549","",""
"World","2006","9515.0631785295","",""
"World","2005","8767.49311732584","",""
"World","2004","8215.06639569437","",""
"World","2003","7699.17868154387","",""
"World","2002","7361.2466974497","",""
"World","2001","7135.57287070708","",""
"World","2000","6880.57913159322","",""
"World","1999","6481.23347086455","",""
"World","1998","6266.91140942602","",""
"World","1997","6092.29656003238","",""
"World","1996","5824.07162983019","",""
"World","1995","5580.55128256842","",""
"World","1994","5362.43307131867","",""
"World","1993","5160.50061094105","",""
"World","1992","5031.30808853141","",""
"World","1991","4906.86949358857","",""
"World","1990","4749.17402250157","",""
"World","1989","4546.40717064933","",""
"World","1988","4294.77146660016","",""
"World","1987","4019.44059014456","",""
"World","1986","3821.26685234292","",""
"World","1985","3681.6338951379","",""
"World","1984","3504.41173551327","",""
"World","1983","3280.54704981513","",""
"World","1982","3129.98736789014","",""
"World","1981","2981.91864862063","",""
"World","1980","2718.21451611026","",""
"Yemen, Rep.","2011","2180","",""
"Yemen, Rep.","2010","2470","",""
"Yemen, Rep.","2009","2380","",""
"Yemen, Rep.","2008","2270","",""
"Yemen, Rep.","2007","2230","",""
"Yemen, Rep.","2006","2160","",""
"Yemen, Rep.","2005","2020","",""
"Yemen, Rep.","2004","1910","",""
"Yemen, Rep.","2003","1860","",""
"Yemen, Rep.","2002","1830","",""
"Yemen, Rep.","2001","1800","",""
"Yemen, Rep.","2000","1730","",""
"Yemen, Rep.","1999","1620","",""
"Yemen, Rep.","1998","1650","",""
"Yemen, Rep.","1997","1520","",""
"Yemen, Rep.","1996","1470","",""
"Yemen, Rep.","1995","1500","",""
"Yemen, Rep.","1994","1480","",""
